ResourceID,card,source_value,Dimension Value,Dimension Type,Dimension Measurement Unit
3261420f-fa95-5253-80dc-107299b8b524,e22_Dimensions,327 x 437 mm,437,breedte,millimeters
be0fc51d-b1da-5adf-8485-ccda336b1cf4,e22_Dimensions,354 x 288 mm,354,hoogte,millimeters
be0fc51d-b1da-5adf-8485-ccda336b1cf4,e22_Dimensions,354 x 288 mm,288,breedte,millimeters
e49f59a6-245b-5048-82a8-e7560fca7e6c,e22_Dimensions,447 x 324 mm,447,hoogte,millimeters
e49f59a6-245b-5048-82a8-e7560fca7e6c,e22_Dimensions,447 x 324 mm,324,breedte,millimeters
276ac32f-6efb-5018-81e5-6c720c63ec86,e22_Dimensions,112 x 79 mm,112,hoogte,millimeters
276ac32f-6efb-5018-81e5-6c720c63ec86,e22_Dimensions,112 x 79 mm,79,breedte,millimeters
a760ecdc-ffd1-5020-9188-01fab16e8d7e,e22_Dimensions,110 x 63 mm,110,hoogte,millimeters
a760ecdc-ffd1-5020-9188-01fab16e8d7e,e22_Dimensions,110 x 63 mm,63,breedte,millimeters
d2b1e801-98c8-50f2-aada-311f9dcc076b,e22_Dimensions,111 x 71 mm,111,hoogte,millimeters
d2b1e801-98c8-50f2-aada-311f9dcc076b,e22_Dimensions,111 x 71 mm,71,breedte,millimeters
0b709b78-cc59-59d6-a0ea-0e08541230fa,e22_Dimensions,108 x 70 mm,108,hoogte,millimeters
0b709b78-cc59-59d6-a0ea-0e08541230fa,e22_Dimensions,108 x 70 mm,70,breedte,millimeters
6e7e86ee-6828-5f4c-887f-0e6df4a4e461,e22_Dimensions,102 x 64 mm,102,hoogte,millimeters
6e7e86ee-6828-5f4c-887f-0e6df4a4e461,e22_Dimensions,102 x 64 mm,64,breedte,millimeters
aa5b4284-4130-5738-b75b-41e78516e517,e22_Dimensions,104 x 66 mm,104,hoogte,millimeters
aa5b4284-4130-5738-b75b-41e78516e517,e22_Dimensions,104 x 66 mm,66,breedte,millimeters
9a28002b-ba44-5e42-8248-4056ae98f698,e22_Dimensions,102 x 66 mm,102,hoogte,millimeters
9a28002b-ba44-5e42-8248-4056ae98f698,e22_Dimensions,102 x 66 mm,66,breedte,millimeters
02762407-114b-52cb-b815-50e59376f1e2,e22_Dimensions,110 x 66 mm,110,hoogte,millimeters
02762407-114b-52cb-b815-50e59376f1e2,e22_Dimensions,110 x 66 mm,66,breedte,millimeters
a8a785b2-615d-5cb3-895c-879ac3d91c7a,e22_Dimensions,107 x 67 mm,107,hoogte,millimeters
a8a785b2-615d-5cb3-895c-879ac3d91c7a,e22_Dimensions,107 x 67 mm,67,breedte,millimeters
ae701dd1-11e4-5401-b13b-ea98289eb072,e22_Dimensions,102 x 67 mm,102,hoogte,millimeters
ae701dd1-11e4-5401-b13b-ea98289eb072,e22_Dimensions,102 x 67 mm,67,breedte,millimeters
b4440dbe-bb57-5d79-a39a-05a615a74af0,e22_Dimensions,94 x 65 mm,94,hoogte,millimeters
b4440dbe-bb57-5d79-a39a-05a615a74af0,e22_Dimensions,94 x 65 mm,65,breedte,millimeters
87faaec5-b87c-5dae-8262-c875a4343c99,e22_Dimensions,120 x 78 mm,120,hoogte,millimeters
87faaec5-b87c-5dae-8262-c875a4343c99,e22_Dimensions,120 x 78 mm,78,breedte,millimeters
9c7e7b2a-bdac-540e-a685-2fbfa433ca79,e22_Dimensions,108 x 72 mm,108,hoogte,millimeters
9c7e7b2a-bdac-540e-a685-2fbfa433ca79,e22_Dimensions,108 x 72 mm,72,breedte,millimeters
fe12775b-a1f5-59ef-8d82-84f9ec7d6d59,e22_Dimensions,110 x 71 mm,110,hoogte,millimeters
fe12775b-a1f5-59ef-8d82-84f9ec7d6d59,e22_Dimensions,110 x 71 mm,71,breedte,millimeters
5d1ded10-c07e-5977-85f8-c9a900ea95e5,e22_Dimensions,110 x 71 mm,110,hoogte,millimeters
5d1ded10-c07e-5977-85f8-c9a900ea95e5,e22_Dimensions,110 x 71 mm,71,breedte,millimeters
4f4bbd32-3cde-5475-b224-db3677001acc,e22_Dimensions,104 x 69 mm,104,hoogte,millimeters
4f4bbd32-3cde-5475-b224-db3677001acc,e22_Dimensions,104 x 69 mm,69,breedte,millimeters
4061ffc7-e7f6-56f4-9831-a00c3db2e494,e22_Dimensions,59 x 92 mm,59,hoogte,millimeters
4061ffc7-e7f6-56f4-9831-a00c3db2e494,e22_Dimensions,59 x 92 mm,92,breedte,millimeters
428d08bf-1d96-5650-9ff9-ce35c44d19ec,e22_Dimensions,38 x 77 mm,38,hoogte,millimeters
428d08bf-1d96-5650-9ff9-ce35c44d19ec,e22_Dimensions,38 x 77 mm,77,breedte,millimeters
edc08000-9da6-57c4-a4fc-8c14ebaafd1f,e22_Dimensions,103 x 66 mm,103,hoogte,millimeters
edc08000-9da6-57c4-a4fc-8c14ebaafd1f,e22_Dimensions,103 x 66 mm,66,breedte,millimeters
9322239b-d5aa-5637-b103-47cdc4452370,e22_Dimensions,103 x 66 mm,103,hoogte,millimeters
9322239b-d5aa-5637-b103-47cdc4452370,e22_Dimensions,103 x 66 mm,66,breedte,millimeters
47fcbe5a-26ca-5418-9835-57335a86221f,e22_Dimensions,108 x 66 mm,108,hoogte,millimeters
47fcbe5a-26ca-5418-9835-57335a86221f,e22_Dimensions,108 x 66 mm,66,breedte,millimeters
cbf9d6f1-891b-5760-b712-647aa6714646,e22_Dimensions,108 x 66 mm,108,hoogte,millimeters
cbf9d6f1-891b-5760-b712-647aa6714646,e22_Dimensions,108 x 66 mm,66,breedte,millimeters
549796a6-5207-51d5-8499-dd3bdab97743,e22_Dimensions,164 x 92 mm,164,hoogte,millimeters
549796a6-5207-51d5-8499-dd3bdab97743,e22_Dimensions,164 x 92 mm,92,breedte,millimeters
b712e8ac-aa1c-523b-812f-67f1e11c0eb8,e22_Dimensions,156 x 103 mm,156,hoogte,millimeters
b712e8ac-aa1c-523b-812f-67f1e11c0eb8,e22_Dimensions,156 x 103 mm,103,breedte,millimeters
d5d88f16-25d2-5c82-8c97-d848a6ced94b,e22_Dimensions,165 x 230 mm,165,hoogte,millimeters
d5d88f16-25d2-5c82-8c97-d848a6ced94b,e22_Dimensions,165 x 230 mm,230,breedte,millimeters
32978923-1776-5392-b89e-cc52eb4e7cbf,e22_Dimensions,355 x 434 mm,355,hoogte,millimeters
32978923-1776-5392-b89e-cc52eb4e7cbf,e22_Dimensions,355 x 434 mm,434,breedte,millimeters
6a5231b7-ae21-565f-9c19-f9f5624a6ddd,e22_Dimensions,231 x 158 mm,231,hoogte,millimeters
6a5231b7-ae21-565f-9c19-f9f5624a6ddd,e22_Dimensions,231 x 158 mm,158,breedte,millimeters
1aacb29f-bc49-56ee-afd3-9ae413d1ef68,e22_Dimensions,243 x 160 mm,243,hoogte,millimeters
1aacb29f-bc49-56ee-afd3-9ae413d1ef68,e22_Dimensions,243 x 160 mm,160,breedte,millimeters
0aa0fe80-a3de-590d-a912-829862db9c38,e22_Dimensions,210 x 165 mm,210,hoogte,millimeters
0aa0fe80-a3de-590d-a912-829862db9c38,e22_Dimensions,210 x 165 mm,165,breedte,millimeters
d929c2ae-a8bc-50b3-ab2c-e7d620669d02,e22_Dimensions,268 x 197 mm,268,hoogte,millimeters
d929c2ae-a8bc-50b3-ab2c-e7d620669d02,e22_Dimensions,268 x 197 mm,197,breedte,millimeters
a9e0d98c-8bbd-59ec-b541-dabf1533913a,e22_Dimensions,31 x 39 mm,31,hoogte,millimeters
a9e0d98c-8bbd-59ec-b541-dabf1533913a,e22_Dimensions,31 x 39 mm,39,breedte,millimeters
64c0024c-5b13-5b4c-ae2e-d283f2533d4f,e22_Dimensions,104 x 66 mm,104,hoogte,millimeters
64c0024c-5b13-5b4c-ae2e-d283f2533d4f,e22_Dimensions,104 x 66 mm,66,breedte,millimeters
78113b5e-98ce-55a7-b162-97ee1f68c18e,e22_Dimensions,82 x 123 mm,82,hoogte,millimeters
78113b5e-98ce-55a7-b162-97ee1f68c18e,e22_Dimensions,82 x 123 mm,123,breedte,millimeters
a65d00e0-58e7-5dee-a1ce-14e8bb175ed2,e22_Dimensions,105 x 112 mm,105,hoogte,millimeters
a65d00e0-58e7-5dee-a1ce-14e8bb175ed2,e22_Dimensions,105 x 112 mm,112,breedte,millimeters
4dcc783d-aa40-5a6b-bb15-47e95e268bd8,e22_Dimensions,105 x 112 mm,105,hoogte,millimeters
4dcc783d-aa40-5a6b-bb15-47e95e268bd8,e22_Dimensions,105 x 112 mm,112,breedte,millimeters
c3788d2c-d341-52ba-b8d9-e09611e57d76,e22_Dimensions,215 x 165 mm,215,hoogte,millimeters
c3788d2c-d341-52ba-b8d9-e09611e57d76,e22_Dimensions,215 x 165 mm,165,breedte,millimeters
af199622-0508-5d7d-9f7b-5311e1542b7b,e22_Dimensions,216 x 165 mm,216,hoogte,millimeters
af199622-0508-5d7d-9f7b-5311e1542b7b,e22_Dimensions,216 x 165 mm,165,breedte,millimeters
385568ec-d7be-5d72-bd98-8a807a57f5e4,e22_Dimensions,226 x 302 mm,226,hoogte,millimeters
385568ec-d7be-5d72-bd98-8a807a57f5e4,e22_Dimensions,226 x 302 mm,302,breedte,millimeters
d92558b5-a0f3-51b6-9383-ce4f1c0dd27c,e22_Dimensions,100 x 60 mm,100,hoogte,millimeters
d92558b5-a0f3-51b6-9383-ce4f1c0dd27c,e22_Dimensions,100 x 60 mm,60,breedte,millimeters
8737cb46-3ec3-5166-ae7e-a061a35c47ad,e22_Dimensions,95 x 55 mm,95,hoogte,millimeters
8737cb46-3ec3-5166-ae7e-a061a35c47ad,e22_Dimensions,95 x 55 mm,55,breedte,millimeters
b3190c4b-e2d5-5f49-9d6a-6d3bab05282e,e22_Dimensions,94 x 56 mm,94,hoogte,millimeters
b3190c4b-e2d5-5f49-9d6a-6d3bab05282e,e22_Dimensions,94 x 56 mm,56,breedte,millimeters
