ResourceID,card,source_field,Language
4364bde1-3271-5bc9-9996-dd4168dff6a5,e73_Languages,taal 1,French (language)
c6d15f44-02a7-5349-b1d8-37647638cb33,e73_Languages,taal 1,French (language)
1dcfac86-1f00-5ba0-b1ca-397f4af38b4a,e73_Languages,taal 1,Dutch (language)
6b2b61eb-8dec-5e35-aaf8-fb1c1e137c6a,e73_Languages,taal 1,Dutch (language)
9c409e7c-ec60-575a-bf76-073097852c86,e73_Languages,taal 1,French (language)
e64ca066-a991-5290-85b8-b3ca6b3615c5,e73_Languages,taal 1,French (language)
cbf06722-4265-5ab3-8eb9-fb5991edbd07,e73_Languages,taal 1,French (language)
6488a3af-a6ba-5c6e-b44e-0d4e7a96d917,e73_Languages,taal 1,French (language)
0ac5d3fd-d2ef-5f6a-a72e-c679cb451f11,e73_Languages,taal 1,French (language)
0e36645d-5a76-578b-b102-2e9a72d2d391,e73_Languages,taal 1,Dutch (language)
aaee58ac-19f5-5d12-bfdf-b182540772c9,e73_Languages,taal 1,French (language)
0476e0a0-d09a-5804-ba82-deb196a90f13,e73_Languages,taal 1,French (language)
c20ab8b5-5fc8-5ff5-a3d8-9f4b3390f756,e73_Languages,taal 1,French (language)
d4dd485a-7f2e-5b08-aea6-ef27315da217,e73_Languages,taal 1,French (language)
985e1f42-413d-5bf4-aad8-e503c79c145a,e73_Languages,taal 1,French (language)
60f45316-4f01-5f2d-b1a0-44f45d6ec424,e73_Languages,taal 1,Dutch (language)
4e1f5565-158d-5dfe-9987-fe13fbb48a7e,e73_Languages,taal 1,French (language)
8b9b723b-a1af-565e-a376-c1466a9b4464,e73_Languages,taal 1,French (language)
cf555baa-6a47-5f4a-84ca-76ff4ff32653,e73_Languages,taal 1,French (language)
749f73a4-1c60-5ebe-8791-4b92aea9b2f7,e73_Languages,taal 1,French (language)
4508c3ff-bc0f-5ca9-9ae9-7f1211e24134,e73_Languages,taal 1,Dutch (language)
f49fd4d1-9f92-5bea-9a82-fb7e9ad0400f,e73_Languages,taal 1,French (language)
6a40066d-6678-58d8-b9d9-b69d9e768a06,e73_Languages,taal 1,French (language)
b600d697-4c8d-5c1f-85b6-a1f8a7d65f06,e73_Languages,taal 1,French (language)
24af9286-6708-5f56-a146-4e43b9059fb7,e73_Languages,taal 1,French (language)
83c53c53-f84f-5936-986a-c4b77c928be4,e73_Languages,taal 1,French (language)
833c865b-1a97-53ed-a6e3-9d51d742b161,e73_Languages,taal 1,French (language)
aba9fb3f-ece8-58e8-92b1-9a259d7ae7ae,e73_Languages,taal 1,French (language)
1aaa7628-6013-5f5f-8c5a-9dfcf6969bfd,e73_Languages,taal 1,French (language)
d17e6e16-c29d-59be-9067-b414984f45c6,e73_Languages,taal 1,French (language)
a494d4ad-3977-5bd9-b944-005e4afa15be,e73_Languages,taal 1,French (language)
7361d5ec-7807-5f3c-b9b7-4b6f7b9bdc17,e73_Languages,taal 1,French (language)
b1294d21-96d3-50cb-9597-84bbb6b01520,e73_Languages,taal 1,French (language)
ed05850e-d93e-5353-84a8-4dbb8b38ec9c,e73_Languages,taal 1,French (language)
da95a907-e90c-5c6e-bc73-e1199926e4e7,e73_Languages,taal 1,French (language)
d4250cb9-a8b9-513b-98b4-4ca94b31f4bd,e73_Languages,taal 1,Dutch (language)
779d5ef6-44f2-53b9-9ded-2078f8138f29,e73_Languages,taal 1,French (language)
44b83a36-1644-5057-b200-82be841d8547,e73_Languages,taal 1,French (language)
c9a26edd-3340-58de-af77-8b97ee87ff86,e73_Languages,taal 1,German (language)
43402fd0-c8ec-5e97-a817-59599a44e870,e73_Languages,taal 1,French (language)
230878f7-6c43-5063-ac62-5939a323cfba,e73_Languages,taal 1,French (language)
aa36e7ba-6ea9-5897-a2e4-e4f2b0c9062a,e73_Languages,taal 1,Dutch (language)
e529739d-7e84-5c53-abde-248c6c598675,e73_Languages,taal 1,French (language)
b7678c52-c767-538d-b339-cf2304752fdf,e73_Languages,taal 1,French (language)
d636fd59-d2ee-587b-b83c-7990df3a9e47,e73_Languages,taal 1,French (language)
4357a0e5-db78-599b-8616-5e687867f6fb,e73_Languages,taal 1,French (language)
b0898496-a22a-5c44-9812-6793f7a2abc6,e73_Languages,taal 1,French (language)
8b5a14f8-aa3f-55a0-9f16-67e1d36b7583,e73_Languages,taal 1,French (language)
0cdf7c18-ded1-5edb-8553-1f9a4750c805,e73_Languages,taal 1,French (language)
30d49173-7034-572c-8c6c-d79da3074f92,e73_Languages,taal 1,French (language)
539aa72e-50df-51e7-b265-b1c8f6822971,e73_Languages,taal 1,French (language)
c40b140e-3f37-5f20-b2e1-026d4cb94827,e73_Languages,taal 1,French (language)
3560ab78-3623-5be1-a04e-3c801f0e12f5,e73_Languages,taal 1,French (language)
ea4532da-49ef-5f5c-8cd3-945b0a2ae56c,e73_Languages,taal 1,French (language)
c05c7bcf-5880-5b6f-b8e1-1913c0a0843d,e73_Languages,taal 1,Dutch (language)
8f038c31-f312-5abf-9fae-aebefcd38e77,e73_Languages,taal 1,French (language)
7fcf8fdd-08ec-59c1-a9c4-5a7f69337794,e73_Languages,taal 1,Latin (language)
54f7a45d-01d8-5548-b866-8d235e1c35a2,e73_Languages,taal 1,Latin (language)
c0c56593-2e89-5b47-8bd7-5edec68b8918,e73_Languages,taal 1,Latin (language)
01387253-bbda-50a3-8790-18c69b47734d,e73_Languages,taal 1,French (language)
221ba7d8-01a9-5a18-9fec-a8fa0e47f940,e73_Languages,taal 1,French (language)
67cca5f1-5e8a-54f4-be7b-eb7415d25c1f,e73_Languages,taal 1,French (language)
431014da-4cd1-501d-a8d9-544e95217e76,e73_Languages,taal 1,French (language)
c4c8c6c9-34b2-5c89-aabf-b6f8c75534a4,e73_Languages,taal 1,French (language)
9a7ba6ab-98ab-5db1-a4f6-2e056bea89c1,e73_Languages,taal 1,French (language)
20e5efa0-b6f2-53b0-acb0-bef59eaaa558,e73_Languages,taal 1,French (language)
48abe9c0-eeff-5d2b-82eb-747ff6c2b3ff,e73_Languages,taal 1,French (language)
b1783556-0408-58d4-9cfe-a7be7a192dc0,e73_Languages,taal 1,French (language)
4e49d3e0-d21a-559e-911e-9614954567c4,e73_Languages,taal 1,French (language)
21cd3fc7-ee0d-50a7-a0c1-1b451066fb8b,e73_Languages,taal 1,French (language)
b71f369a-0031-507e-89cc-7a9f493639e0,e73_Languages,taal 1,French (language)
f92564ca-be9a-5c66-b16d-86ad2d1fd84b,e73_Languages,taal 1,French (language)
c796ac09-736f-5906-a298-02c3b11056cf,e73_Languages,taal 1,French (language)
de162b97-2920-503e-bfc5-801a8f6eaa2a,e73_Languages,taal 1,French (language)
b4601525-c7d5-5388-992f-a2745f0d1bda,e73_Languages,taal 1,French (language)
e62350f0-770d-5285-99f2-35f119c5d7ab,e73_Languages,taal 1,French (language)
7aa8c4ae-5d48-5ee6-be2e-4fcdee75f2ed,e73_Languages,taal 1,French (language)
3f974829-97c3-5390-9cb7-21992e7ffbbd,e73_Languages,taal 1,Dutch (language)
3356d31c-6a47-5f60-9934-30cde513a6a9,e73_Languages,taal 1,Dutch (language)
75c8465d-660b-550c-af3c-e1d379515d9f,e73_Languages,taal 1,Dutch (language)
be4e3c74-62ad-50db-839a-adb4b0ebbfc1,e73_Languages,taal 1,French (language)
f3764377-c5bc-540f-b7b0-ee2cd23732ef,e73_Languages,taal 1,French (language)
334ad517-eee0-5a64-b69d-9a9e09be8184,e73_Languages,taal 1,French (language)
6bf3766e-9d43-5512-9736-e991034e254f,e73_Languages,taal 1,Dutch (language)
1c082e15-3131-5b39-acf3-ee112d00ed57,e73_Languages,taal 1,Dutch (language)
00b061e8-c12f-5b32-85a0-8ee6d4a9e56b,e73_Languages,taal 1,Dutch (language)
b724b37e-31ee-51f1-902c-5b212fe0b455,e73_Languages,taal 1,French (language)
bc833205-a012-5bc8-87b9-c653f2d8470a,e73_Languages,taal 1,French (language)
282dca35-a48f-5c78-9f57-b23dd4f81fe5,e73_Languages,taal 1,Italian (language)
ec6b5255-dfcb-57e5-91b4-0e41ba385d72,e73_Languages,taal 1,French (language)
90d4aae4-f547-5cc7-a03a-1211a0b50dee,e73_Languages,taal 1,French (language)
fb5f7f90-9bd3-532d-809c-137871439e82,e73_Languages,taal 1,French (language)
8a105af3-6e4b-5275-817c-2d54bd0ca8d4,e73_Languages,taal 1,French (language)
7fa9c968-3513-5182-a935-e161b2b76fb9,e73_Languages,taal 1,Italian (language)
baa604e3-9694-5877-bc90-de335424f37f,e73_Languages,taal 1,Italian (language)
944778d9-1aa3-57cc-8c2b-1530d4636715,e73_Languages,taal 1,French (language)
dd4f9258-3346-5591-b56d-1963a4728b70,e73_Languages,taal 1,French (language)
1fddab6b-2c01-53f7-afb9-56fa14f7bfa9,e73_Languages,taal 1,French (language)
a34674cd-e662-5474-924d-c80290414a0f,e73_Languages,taal 1,French (language)
